70735,GOLDSTEIN CR,60,-35.418531,149.117672
77910,ERINDALE DR,80,-35.406745,149.093329
38181,WILLIAM HOVELL DR,80,-35.271434,149.05719
50735,STATE CIR,70,-35.312439,149.125562
44818,PARKES WY,80,-35.286144,149.130071
30137,BALDWIN DR,80,-35.230205,149.0943
89667,PADDYS RIVER RD,40,-35.324446,148.939482
1619,WILLIAM HOVELL DR,90,-35.269402,149.045565
29146,JOSEPHSON ST,15,-35.238525,149.060265
21863,ENCOUNTER ST,20,-35.198672,149.157434
82625,MONARO HWY,90,-35.308567,149.170352
66187,LAMBRIGG ST,50,-35.379058,149.109055
86383,COLLAROY ST,25,-35.195816,149.151501
26624,BRITTEN JONES DR,20,-35.229226,149.002812
90032,BOBOYAN RD,45,-35.6015,149.048814
66278,MUGGA LA,70,-35.373248,149.132048
62914,OAKS ESTATE RD,60,-35.339877,149.221261
71564,JOHNSON DR,80,-35.433525,149.110314
49480,ADELAIDE AV,80,-35.310686,149.114774
86612,MOUNT STROMLO RD,40,-35.323907,149.003751
80147,EASTERN VALLEY WY,70,-35.243591,149.074167
57837,MONARO CR,20,-35.329018,149.12789
28968,COULTER DR,80,-35.239707,149.05719
53627,KING ST,50,-35.322764,149.093629
85998,HINDMARSH DR,80,-35.345286,149.115775
64981,HODGSON CR,40,-35.365661,149.082112
43436,BUNDA ST,40,-35.280298,149.134048
46050,HOWSE ST,40,-35.286268,149.156154
22639,GRAINGER CCT,50,-35.209678,149.054668
75022,MAX PURNELL ST,20,-35.176277,149.143882
39550,TORRENS ST,50,-35.271055,149.134546
88970,HORSE PARK DR,80,-35.157177,149.125294
30455,RANDWICK RD,60,-35.234589,149.131002
63379,TUGGERANONG PWY,85,-35.356459,149.069701
15679,BUCKINGHAM ST,20,-35.165872,149.135962
30750,FEDERAL HWY,80,-35.239589,149.138175
30159,UNIVERSITY DR S,40,-35.239212,149.089453
15681,BUCKINGHAM ST,20,-35.165782,149.135951
73445,HEIDELBERG ST,40,-35.459769,149.09486
58430,IPSWICH ST,60,-35.330016,149.162084
78126,AINSWORTH ST,25,-35.356371,149.097634
20671,TILLYARD DR,60,-35.202165,149.04207
83121,CHAN ST,20,-35.241087,149.06574
73222,BOX HILL AV,40,-35.462158,149.096823
89569,PADDYS RIVER RD,55,-35.392462,148.960399
64678,AKAME CCT,20,-35.351209,149.116009
30917,STIRLING AV,60,-35.230835,149.152484
76553,KURINGA DR,80,-35.192611,149.068627
1275,CAPE ST,40,-35.251287,149.137147
45720,CONSTITUTION AV,60,-35.292452,149.146419
89804,CORIN RD,55,-35.477848,148.934914
75566,FLEMINGTON RD,70,-35.195301,149.150751
46417,ALEXANDRINA DR,35,-35.299374,149.113645
47764,WENDOUREE DR,40,-35.295853,149.143848
90001,CORIN RD,45,-35.539861,148.859983
89622,PADDYS RIVER RD,45,-35.357031,148.945326
31427,O'ROURKE ST,50,-35.250364,149.045912
3734,OPPERMAN AV,60,-35.313185,149.027512
57717,MUGGA WY,60,-35.329132,149.122447
60604,MELROSE DR,60,-35.347908,149.083665
45171,WENDOUREE DR,40,-35.292592,149.141689
36443,BELCONNEN WY,80,-35.25458,149.087106
71219,ATHLLON DR,60,-35.424442,149.076874
27134,STARKE ST,60,-35.226539,149.027572
22901,WILLIAM SLIM DR,80,-35.218822,149.080713
57552,KENT ST,35,-35.332174,149.094835
767,CRESWELL ST,40,-35.290414,149.14486
50598,BRISBANE AV,60,-35.308989,149.133996
33599,GINNINDERRA DR,80,-35.241503,149.106183
88302,BARTSGUNGWRM RAMP,90,-35.226935,149.121017
20377,ARCHDALL ST,20,-35.200908,149.015365
23107,BALDWIN DR,60,-35.218415,149.096462
78099,YAMBA DR,80,-35.358181,149.102504
30983,ROMA MITCHELL CR,20,-35.234655,149.161421
44779,COMMNLONDWRM RAMP,60,-35.284323,149.126515
30775,WINDEYER ST,60,-35.240154,149.152665
50086,STATE CIR,70,-35.305843,149.128586
65693,DRAKEFORD DR,80,-35.374688,149.057071
66188,DOOKIE ST,40,-35.377351,149.108869
15633,HEATHERDALE ST,20,-35.171252,149.136936
35769,BENNELONG CR,50,-35.252225,149.058955
19012,SUE GEH CCT,20,-35.188992,149.09115
19512,TIPTREE CR,20,-35.194523,149.117802
68076,TAVERNER ST,80,-35.404238,149.079247
30540,BARTON HWY,80,-35.238291,149.134668
49340,ADELEHOPENRM RAMP,60,-35.311923,149.106343
18286,MORROW ST,20,-35.193065,149.027672
80641,MILLER ST,60,-35.265196,149.114384
49384,BENTHAM ST,50,-35.307704,149.099342
66,STOCKMAN AV,60,-35.228815,149.095692
66182,ROSEWORTHY CR,50,-35.377046,149.107537
23375,GUNGAHLIN DR,80,-35.218813,149.130708
65559,MONARO HWY,100,-35.369869,149.167997
65836,DRAKEFORD DR,80,-35.375585,149.056465
19005,SUE GEH CCT,20,-35.191498,149.090988
17062,MIRRABEI DR,80,-35.175885,149.122437
81718,LIMESTONE AV,60,-35.273029,149.141679
68233,STERNBERG CR,60,-35.402683,149.087094
36448,BELCONNEN WY,80,-35.25341,149.084556
3825,URIARRA RD,90,-35.299611,149.008031
75480,FLEMINGTON RD,70,-35.190507,149.151402
77057,ERINDALE DR,60,-35.41501,149.07617
62686,JERRABOMBERRA AV,70,-35.34187,149.15324
26778,KELLERMANN CL,15,-35.22489,149.017728
18673,TILLYARD DR,60,-35.19601,149.04176
35676,MADIGAN ST,60,-35.249375,149.163707
67175,WHEELER CR,60,-35.402301,149.079223
61829,GILMORE CR,25,-35.344722,149.10257
89225,URIARRA RD,80,-35.243349,148.955965
61933,GILMORE CR,60,-35.345721,149.104914
9249,MARR ST,40,-35.361621,149.087783
90029,BOBOYAN RD,75,-35.600812,149.046893
79200,COTTER RD,80,-35.320504,149.06245
3514,GOYDER ST,50,-35.340916,149.14371
17442,HORSE PARK DR,80,-35.181309,149.14598
56127,NEWCASTLE ST,60,-35.32045,149.165441
17406,ANTHONY ROLFE AV,60,-35.184978,149.144938
84777,BOBOYAN RD,75,-35.706049,148.998283
72207,MONARO HWY,35,-35.436972,149.12556
89742,COTTER RD,80,-35.328478,148.959143
28500,DRAKE BROCKMAN DR,60,-35.232218,149.017652
81564,KINGS HWY,100,-35.328655,149.359708
50375,BRISBANE AV,60,-35.309328,149.132922
56547,GLENORA DR,60,-35.319938,149.197748
52048,PIALLIGO AV,40,-35.306386,149.186339
19390,THE VALLEY AV 56-86,25,-35.186986,149.129737
89735,COTTER RD,35,-35.321296,148.954938
30139,BALDWIN DR,60,-35.233722,149.092161
31179,BELCONNEN WY,60,-35.240876,149.034846
22496,GINNINDERRA DR,80,-35.217946,149.044668
52479,PIALLIGO AV,40,-35.310082,149.186553
43378,AINSLIE AV,60,-35.278417,149.137334
61914,GILMORE CR,60,-35.339763,149.105017
78251,EUCUMBENE DR,60,-35.343159,149.026851
50447,KINGS AV,60,-35.305944,149.129737
55050,CANBERRA AV,60,-35.322276,149.145585
49512,GREY ST,40,-35.313155,149.108495
28490,DRAKE BROCKMAN DR,60,-35.230152,149.009474
89321,URIARRA RD,80,-35.314472,149.029747
71043,PINE ISLAND RD CARPKACC,25,-35.431463,149.065297
36999,WATTLE ST,60,-35.259718,149.130657
56107,DAIRY RD,20,-35.318252,149.164327
75844,FLEMINGTON RD,70,-35.207665,149.147546
81553,HIBERNIAN RD,60,-35.325423,149.373691
87065,BEECROFT ST,40,-35.319512,149.039223
19648,GUNGAHLIN DR,80,-35.189018,149.123176
78426,HINDMARSH DR,80,-35.347541,149.078893
43128,DONALDSON ST,50,-35.273449,149.141193
1628,TUGGNGREEERM RAMP,60,-35.29177,149.074151
35589,KNOX ST,60,-35.243264,149.15968
17371,TSOULIAS ST,20,-35.183867,149.147835
